comment_id,status_id,parent_id,comment_message,comment_published,comment_likes
10156362236968701_10156366679378701,91290503700_10156362236968701,,Happy birthday Maurice Mickelwhite,2018-03-16 02:54:00,0
10156362236968701_10156367119958701,91290503700_10156362236968701,,Happy Birthmark to a Great actor.  Sir Michael Caine is one of the Best.  Hope he continues as long as he can so we can cherish more of his dedicated acting and career.,2018-03-16 07:39:07,1
10156362236968701_10156368192263701,91290503700_10156362236968701,,Happy Birthday Sir My Cocaine :D,2018-03-16 14:35:33,0
10156362236968701_10156372498568701,91290503700_10156362236968701,,"""Do not go gentle into that goodnight."" Oops wrong movie...",2018-03-17 21:47:40,1
10156362236968701_10156374377608701,91290503700_10156362236968701,,There is no project that he was in that wasn't instantly better by his presence.,2018-03-18 13:07:11,0
10156362236968701_10156374910483701,91290503700_10156362236968701,10156362236968701_10156374377608701,I think I liked Children of Men most...,2018-03-18 16:48:09,0
10156362236968701_10156374647248701,91290503700_10156362236968701,,Sir Muppet Caine,2018-03-18 15:09:34,0
10156362236968701_10156374906353701,91290503700_10156362236968701,,"LOVE Michael Caine!!!!!! This is my fav vid of him! 😂😂😂

Happy Birthday!  🎉 

https://youtu.be/rX0F3kY3uxU [[VIDEO_SHARE_YOUTUBE]]",2018-03-18 16:46:28,0
10156362236968701_10156417207518701,91290503700_10156362236968701,,"Residents in Ireland, Finland, and Austria Urge End to Forced Organ Harvesting in China
August 09, 2016

The atrocity of organ harvesting from living Falun Gong practitioners in China is meeting strong opposition from the public. Recent reports from Ireland, Finland, and Austria and detailed below.

Ireland: More than 7,000 Signatures
Over 7,000 signatures have been collected in Ireland since July 2015 to support lawsuits against former Chinese leader Jiang Zemin for persecuting Falun Gong, and condemning the organ harvesting from living Falun Gong practitioners in China.

Falun Gong practitioners give out information at Grafton Street in Dublin on July 30, 2016.

One Irish resident said, ""I have watched a documentary on this. It [forced organ harvesting] is horrible and it must stop.""

A pedestrian signs a petition.

Summer is the peak of tourist season in Ireland. Many buses of Chinese tourists arrive from Britain to Ireland every day, as the last shopping stop before returning to China. Upon arriving at Grafton Street in Dublin, one of the well-known shopping streets in Ireland, many of them saw the booth set up by Falun Gong practitioners. Some were surprised, some watched the peaceful meditation, and some nodded at practitioners or agreed to renounce their Communist Party memberships for its persecution of Falun Gong.

Mr. Zhang, one of the tour guides, has lived in Britain for nearly 20 years. After talking with practitioners and learning about the severe suppression in China, he signed a petition to support practitioners, and said that Jiang should be brought to justice for his crimes.

In July 2013, the Irish Joint Committee on Foreign Affairs and Trade conducted a hearing and unanimously passed a motion which called on the Irish Government to support the UN and Council of Europe initiatives to oppose forced organ harvesting in China.

Finland: Kotka Maritime Festival",2018-04-01 01:08:17,0
10156362236968701_10156424053943701,91290503700_10156362236968701,,Is any one??,2018-04-03 14:08:06,0
10156362236968701_10156450492633701,91290503700_10156362236968701,,"Inception We the people want to stop this Madness!
There a millions of people outside walking trough our Society with a brain damage, most of them
are even in power or charge of our governments, hospitals, armys etc.
That´s Insane!!!
They enjoy to hurt people it shows in their brains. (Ventral Striatum)
Psychopaths have reduced gray matter in the paralimbic system of the brain.
They brains have a different form and structure.
A psychopath is classically defined as a person with an extreme inability to empathize with other
human beings. They also lack remorse for their actions, will comfortably exploit others for their
own personal gain, and have a high level of self‐confidence.
As well as over‐valuing the reward signals from the ventral striatum, a recent Harvard study found
that people with psychopathy are unable to accurately evaluate the future consequences of their
actions.
""The way that capitalism is structured really is a physical manifestation of the brain anomaly known
as psychopathy,"" Ronson said in an interview back in 2011 while promoting his exceptional book
The Psychopath Test.
When we look at History we can see how they treated humanity.
They killed, raped, lied, manipulated, sended us into wars..... Why dont we search for a cure of this
sickness? Serious?
Josef Stalin, Adolf Hitler, Harold Shipman, Anders Berhing Breivik, Ted Bundy, Leonarda Cianculli
even more
And we are not talking of these "" Prosocial"" Psychopaths that trade with food to raise the prices
because they give nothing and because of that people in Africa and in other parts of the world are
dying of hunger, or the mental games they are ""playing"" with us so we do what they want. The daily
abuse of women in relationships.
We have to do something now!
With our society to reward the type of behavior of psychopathics, it is no surprise that some studies
have found that up to one in five corporate professionals display ""clinically significant psychopathic
traits"".
Traitments could be:
Searching for a cure with scientists and doctors.
Genemodification: MAO‐A, CDH 13
When we cure Psychopathy we are gonna live in a whole new peacfull and better World.
More Informations: https://www.facebook.com/groups/Vereingegenantisoziale/?ref=bookmarks (mostly in german, but you can use a Translator) 

https://secure.avaaz.org/de/petition/Everyone_in_the_World_Stop_Psychopaths_in_Politics_Media_Banks_etc/

http://www.ponerology.com/

https://www.youtube.com/watch?v=_tVuuNOr2Os

https://www.youtube.com/watch?v=-eLQjn2ytaU",2018-04-12 13:46:44,0
10156362236968701_10156453216783701,91290503700_10156362236968701,,"‌I am EXPOSING THE BIGGEST SECRET OF THE WORLD Human brains are nothing but neuron computers .  The GOVERNMENT CONTROLS AND ACCESSES OUR BRAIN AND IT'S MEMORY AND THEY KNOW EXACTLY WHAT WE THINK AT ALL TIMES AS OUR BRAINS ARE SYNCED AND CAN MANIPULATE OUR BRAINS AND NEURONS IN IT , either American government or the Soviet has implanted a technology in almost every humans brain that can read what you think and transmit it to them and can alter what and when you think and can programme your brain. They know exactly what we think and at what time   AND can ERASE ENTIRE MEMORY AND REWRITE THEIR OWN MEMORY TO MAKE MULTIPLE COPIES OF THEIR BRAIN IMPLANTED IN YOU.T His technologies were developed during cold war, IT IS A TECHNOLOGY KEPT SECRET BY THE GOVERNMENT. THE GOVERNMENT OF USA AND SOVIET POSESSES BRAIN CONTROL AND BRAIN MEMORY READING AND BRAIN SYNCHRONISATION TECHNOLOGIES, READ PROJECT MK ULTRA OR SOVIET BRAIN CONTROL PROGRAMS , THEY HAVE A NON METAL GADGET OF BRAIN INTERFACE WHICH TRANSFERS EACH AND EVERY NEURON SIGNAL ALONG WITH ITS MAPPING TO THE GOVERNMENT SECRET TECHNOLOGY AND SCIENCE CENTERS.  Read about project Mkultra and Soviet mind control programs on Google why has the whole world been silent about science related to brains for past century when it has been proposed in 1880s that ""man is a machine"". Government preserves all the data of our brain and genes and DNA and keeps and uses our artificial copy of brains on a chip for further scientific advances.They never forget anything as their memory is kept permanent and have additional memory implanted in The brains . They even have bionic technologies for brain related things such as extra memory and other electron to neuron converters. Google Project Mk ultra and Soviet brain control programmes in the 1950s and 1970s even the Germans conducted such experiments on controlling brain and reading and storing and transmitting what's in brains.The Frankenstein was based on real experiments by scientists. I am telling all this by a first hand experienced they interfered with my dreams just like the movie inception which might have been inspired by such government technologies I wonder why they didn't erase this knowledge from my neuronic brain memory .And Schizophrenia is a made up disease by the Government , see how all schizophrenics think that someone is reading their thoughts? It's because of this technology that the govt is using to actually do this, think about it, think of all the governments secret experiments during the 1900s , Think about it isn't this technology very practical since human brain is nothing but neuron computer.?",2018-04-13 14:14:28,0
10156362236968701_10156460957068701,91290503700_10156362236968701,,happy Birthday,2018-04-16 06:53:45,0
10156362236968701_10156470568268701,91290503700_10156362236968701,,") The Bleeding Edge, a film based on the state-sanctioned harvesting of organs from living Falun Gong practitioners in China, had its U.S. premiere at the Landmark Theater in Washington, D.C. on December 14. The screening was sponsored by the Victims of Communism Memorial Foundation.

Two themes in the film highlight the persecution of Falun Gong in China: forced organ harvesting and Internet censorship.

The premiere of The Bleeding Edge in Washington D.C. on December 14

In the early 2000s, the increasing spread of information technology was quickly becoming a perceived threat to the Chinese communist regime. Western technology companies were paid large sums to develop a high-profile project dubbed ""The Golden Shield Project,"" aimed at censoring and restricting Internet access as well as monitoring the activities of Chinese citizens.

In the film, when a young Western technology executive based in China suffers a heart failure on the job, he receives a heart transplant from an unknown donor. Once he discovers the horrific truth behind his operation, he must risk his life to help save the next victims and find redemption.

Director Leon Lee told the audience after the screening that 90% of the content is based on the real-life events in China; the experiences of the protagonist, a young female Falun Gong practitioner, were taken from many victims' true stories.

Marion Smith, the chair of the Victims of Communism Memorial Foundation, praised the cast's performances. He said the American people should pay attention to forced organ harvesting and other human rights violations in China.

Smith added that the U.S-China relationship should be based on these truths, and that human rights is an indispensable component that the new American administration must deal with.

The audience included congressional staffers, think-tank scholars, and reporters.

Quinn Nii, an Asian-Pacific American activist engaged in building bridges between the East and West, said, ""I am glad the premiere has drawn attention from media … I believe many people are concerned about the violence and the persecution of beliefs in China.""

The Bleeding Edge has been screened at the British Parliament and the Vancouver Asian Film Festival. It won the 51st Gabriel Award in June 2016.",2018-04-20 01:14:31,0
10156362236968701_10156476648058701,91290503700_10156362236968701,,"مع #ماهرون
لا تشيل هم
#افضل_سعر
#أعلى_جوده
#أكثر_ضمان
اطلبنا الحين
ونرسلك المختصين يبدلون
الاستهلاكى بالأقتصادى
0535577753",2018-04-22 09:11:43,0
10156315073433701_10156323030248701,91290503700_10156315073433701,,Quality film.,2018-03-02 13:00:42,3
10156315073433701_10156323030983701,91290503700_10156315073433701,,Should have won best original screenplay,2018-03-02 13:01:11,13
10156315073433701_10156323031513701,91290503700_10156315073433701,,الثونائي الرائع,2018-03-02 13:01:22,0
10156315073433701_10156323059668701,91290503700_10156315073433701,,Best film ever.,2018-03-02 13:02:06,1
10156315073433701_10156323063698701,91290503700_10156315073433701,,"""Won 6 Oscars with 2 nominations""...?",2018-03-02 13:03:00,28
10156315073433701_10156323066788701,91290503700_10156315073433701,10156315073433701_10156323063698701,"Yeah, I'm confused as well.",2018-03-02 13:03:23,1
10156315073433701_10156323082963701,91290503700_10156315073433701,10156315073433701_10156323063698701,I think 4 oscars from 8 nominations,2018-03-02 13:05:32,9
10156315073433701_10156323086503701,91290503700_10156315073433701,10156315073433701_10156323063698701,Yup!,2018-03-02 13:05:55,0
10156315073433701_10156323091998701,91290503700_10156315073433701,10156315073433701_10156323063698701,I'm sure it was a Freudian slip :D,2018-03-02 13:06:34,0
10156315073433701_10156323098803701,91290503700_10156315073433701,10156315073433701_10156323063698701,Not sure if admin is drunk or he is in deep dream.,2018-03-02 13:07:30,13
10156315073433701_10156323196968701,91290503700_10156315073433701,10156315073433701_10156323063698701,That's rad,2018-03-02 13:17:23,0
10156315073433701_10156323373048701,91290503700_10156315073433701,10156315073433701_10156323063698701,That's how great it was. Won awards without being nominated.,2018-03-02 13:43:28,1
10156315073433701_10156323063708701,91290503700_10156315073433701,,My Best Nolan Film Ever,2018-03-02 13:03:00,4
10156315073433701_10156323069748701,91290503700_10156315073433701,,Nina's elado semmi sem,2018-03-02 13:03:49,0
10156315073433701_10156323078513701,91290503700_10156315073433701,,Great movie,2018-03-02 13:04:54,0
10156315073433701_10156323079268701,91290503700_10156315073433701,,And Nolan was robbed of best director,2018-03-02 13:05:00,68
10156315073433701_10156323148408701,91290503700_10156315073433701,10156315073433701_10156323079268701,Will get robbed again. Del Toro will win for the average Shape of Water. If anything PTA deserves best director.,2018-03-02 13:13:32,1
10156315073433701_10156323205283701,91290503700_10156315073433701,10156315073433701_10156323079268701,and best Picture and best actor...,2018-03-02 13:18:24,2
10156315073433701_10156323260568701,91290503700_10156315073433701,10156315073433701_10156323079268701,"Ashaur Rahman Maybe average plot, but it was done beautifully. ""Direction"" of that film was amazing. 

And in the end, Del Toro and Nolan do uncomperable films and I always laugh that people are so upset about who won and who didn't last time. ...well, if we will deduct money, politics etc. from it. At this point, film is an art form and only thing that really matters is your opinion. No one else's.",2018-03-02 13:27:01,0
10156315073433701_10156323384418701,91290503700_10156315073433701,10156315073433701_10156323079268701,"Radek Motyčka Great films are great films, opinions don't come into it.",2018-03-02 13:45:49,0
10156315073433701_10156323935988701,91290503700_10156315073433701,10156315073433701_10156323079268701,Robbed without a nomination,2018-03-02 17:00:42,0
10156315073433701_10156327931533701,91290503700_10156315073433701,10156315073433701_10156323079268701,Best screenplay above all.,2018-03-04 00:51:03,0
10156315073433701_10156323084458701,91290503700_10156315073433701,,One of my fav movies 🎥,2018-03-02 13:05:43,0
10156315073433701_10156323086263701,91290503700_10156315073433701,,6?? Wtf,2018-03-02 13:05:51,0
10156315073433701_10156323087588701,91290503700_10156315073433701,,Naomi Lloyd You still need to watch this,2018-03-02 13:06:03,0
10156315073433701_10156323123673701,91290503700_10156315073433701,10156315073433701_10156323087588701,I will xx,2018-03-02 13:10:33,1
10156315073433701_10156323093458701,91290503700_10156315073433701,,I still can't believe it did not win best soundtrack that year.,2018-03-02 13:06:44,37
10156315073433701_10156325726513701,91290503700_10156315073433701,10156315073433701_10156323093458701,Me either.  One of the greatest Academy cock-ups.,2018-03-03 08:05:13,0
10156315073433701_10156323098878701,91290503700_10156315073433701,,Time.... its my ringtone!  Best soundtrack ever,2018-03-02 13:07:31,0
10156315073433701_10156323102648701,91290503700_10156315073433701,,They did what was literally impossible. Congrats dream nerds!,2018-03-02 13:07:52,0
10156315073433701_10156323106993701,91290503700_10156315073433701,,Won 4 oscars!!!,2018-03-02 13:08:29,0
10156315073433701_10156323107428701,91290503700_10156315073433701,,The best Nolan film ever and perfect cast,2018-03-02 13:08:32,1
10156315073433701_10156323108023701,91290503700_10156315073433701,,Amazing movie. I remember watching it in my theater class and was one of the few times I didn't want school to end,2018-03-02 13:08:37,0
10156315073433701_10156323108838701,91290503700_10156315073433701,,"My mother language is Italian, so maybe there's something I don't get: but how could you win 6 oscar having 2 nominations?",2018-03-02 13:08:42,29
10156315073433701_10156323131298701,91290503700_10156315073433701,10156315073433701_10156323108838701,4 Oscars. 2 other categories were nominated but did not win? Something weird like that,2018-03-02 13:11:31,0
10156315073433701_10156323148443701,91290503700_10156315073433701,10156315073433701_10156323108838701,"Makes sense, that's what I supposed. But is it the right way to write it, or it actually can lead to a misunderstanding even to an english-speaking?",2018-03-02 13:13:32,2
10156315073433701_10156323179058701,91290503700_10156315073433701,10156315073433701_10156323108838701,"Alessandro Villa They wrote it incorrectly. Or at least, in a very confusing way.",2018-03-02 13:14:21,8
10156315073433701_10156323181818701,91290503700_10156315073433701,10156315073433701_10156323108838701,Thanks! 😄,2018-03-02 13:14:49,1
10156315073433701_10156323224753701,91290503700_10156315073433701,10156315073433701_10156323108838701,"They wrote it perfectly, for this Inception page. Making everything a thought process",2018-03-02 13:21:26,11
10156315073433701_10156323313653701,91290503700_10156315073433701,10156315073433701_10156323108838701,"For an award ceremony if they say nominated, then they were nominated with no win. If they say Oscar/win then it's obvious they were nominated. It's common to say it this way.",2018-03-02 13:36:51,1
10156315073433701_10156323337063701,91290503700_10156315073433701,10156315073433701_10156323108838701,😌 still confusing,2018-03-02 13:39:26,0
10156315073433701_10156323389943701,91290503700_10156315073433701,10156315073433701_10156323108838701,"It was nominated for eight in total. It won six. Instead of saying it lost two, they're saying it was nominated for those last two.",2018-03-02 13:46:36,5
10156315073433701_10156323487998701,91290503700_10156315073433701,10156315073433701_10156323108838701,"Nope, 8 nominations and 4 Oscars.",2018-03-02 14:21:34,3
10156315073433701_10156323895503701,91290503700_10156315073433701,10156315073433701_10156323108838701,"Tanner Butler Except it won four Oscars, not six.",2018-03-02 16:42:09,0
10156315073433701_10156323110263701,91290503700_10156315073433701,,Greatest motion picture of the 21st-century thus far.,2018-03-02 13:08:54,1
10156315073433701_10156323110903701,91290503700_10156315073433701,,One of my favorite film. emotional.. and background score was awesome...,2018-03-02 13:09:00,0
10156315073433701_10156323114048701,91290503700_10156315073433701,,Best movie of all time.,2018-03-02 13:09:23,1
10156315073433701_10156323117228701,91290503700_10156315073433701,,one of the best Films ever made,2018-03-02 13:09:43,5
10156315073433701_10156323117478701,91290503700_10156315073433701,,Joseph Gordon Levitt!,2018-03-02 13:09:44,0
10156315073433701_10156323118183701,91290503700_10156315073433701,,"Great movie, still one of the favorites ;)",2018-03-02 13:09:46,0
10156315073433701_10156323122038701,91290503700_10156315073433701,,classic,2018-03-02 13:10:15,0
10156315073433701_10156323124583701,91290503700_10156315073433701,,What are they waiting for to do a sequel !??!!,2018-03-02 13:10:41,0
10156315073433701_10156323132503701,91290503700_10156315073433701,,"its 4 Oscar with 8 nomination, admin is in limbo. dont disturb!! 😂",2018-03-02 13:11:40,13
10156315073433701_10156323273403701,91290503700_10156315073433701,10156315073433701_10156323132503701,I think it would be 8 nominations and won 6 of them,2018-03-02 13:30:11,0
10156315073433701_10156323301753701,91290503700_10156315073433701,10156315073433701_10156323132503701,"It won four Academy Awards for Best Cinematography, Best Sound Editing, Best Sound Mixing, and Best Visual Effects, and was nominated for four more: Best Picture, Best Original Screenplay, Best Art Direction, and Best Original Score.",2018-03-02 13:33:51,1
10156315073433701_10156323138833701,91290503700_10156315073433701,,I thought it was a great movie.  That's saying something since I'm no DeCaprio fan.,2018-03-02 13:12:25,1
10156315073433701_10156323209038701,91290503700_10156315073433701,10156315073433701_10156323138833701,He is the best actor ever lol ur crazy,2018-03-02 13:18:59,1
10156315073433701_10156323288888701,91290503700_10156315073433701,10156315073433701_10156323138833701,Potentially our generations Nicholson .,2018-03-02 13:31:21,1
10156315073433701_10156323357513701,91290503700_10156315073433701,10156315073433701_10156323138833701,Dale Harrison lol wouldn't go that far but I have liked three of his movies.,2018-03-02 13:42:01,0
10156315073433701_10156323384103701,91290503700_10156315073433701,10156315073433701_10156323138833701,I didn't like him for years until he got rid of the pretty boy image but I think he is that good,2018-03-02 13:45:37,2
10156315073433701_10156323396923701,91290503700_10156315073433701,10156315073433701_10156323138833701,"That's how good this film is, you never say it's a DiCaprio film it's always a Nolan film.",2018-03-02 13:48:42,1
10156315073433701_10156323143108701,91290503700_10156315073433701,,My favourite film!! Nolan is top!,2018-03-02 13:12:51,1
10156315073433701_10156323630058701,91290503700_10156315073433701,10156315073433701_10156323143108701,Amen,2018-03-02 15:15:53,0
10156315073433701_10156323630103701,91290503700_10156315073433701,10156315073433701_10156323143108701,Amen,2018-03-02 15:15:54,0
